7412f7d5-a156-4b13-81dc-867174929325	ONIE boot
d4e6e2cd-4469-46f3-b5cb-1bff57afc149	ONIE config
c91818f9-8025-47af-89d2-f030d7000c2c	Plan 9
9e1a2d38-c612-4316-aa26-8b49521e5a8b	PowerPC PReP boot
af9b60a0-1431-4f62-bc68-3311714a69ad	Windows LDM data
5808c8aa-7e8f-42e0-85d2-e1e90434cfb3	Windows LDM metadata
e75caf8f-f680-4cee-afa3-b001e56efc2d	Windows Storage Spaces
37affc90-ef7d-4e96-91c3-2d7ae055b174	IBM GPFS
fe3a2a5d-4f32-41a7-b725-accc3285a309	ChromeOS kernel
3cb8e202-3b7e-47dd-8a3c-7ff2a13cfcec	ChromeOS root
2e0a753d-9e48-43b0-8337-b15192cb1b5e	ChromeOS reserved
cab6e88e-abf3-4102-a07a-d4bb9be3c1d3	ChromeOS firmware
09845860-705f-4bb5-b16c-8a8a099caf52	ChromeOS mini-OS
3f0f8318-f146-4e6b-8222-c28c8f02e0d5	ChromeOS hibernate
0657fd6d-a4ab-43c4-84e5-0933c84b4f4f	Linux swap
0fc63daf-8483-4772-8e79-3d69d8477de4	Linux filesystem
8da63339-0007-60c0-c436-083ac8230908	Linux reserved
933ac7e1-2eb4-4f13-b844-0e14e2aef915	Linux /home
44479540-f297-41b2-9af7-d131d5f0458a	Linux x86 root (/)
4f68bce3-e8cd-4db1-96e7-fbcaf984b709	Linux x86-64 root (/)
b921b045-1df0-41c3-af44-4c6f280d3fae	Linux ARM64 root (/)
3b8f8425-20e0-4f3b-907f-1a25a76f98e8	Linux /srv
69dad710-2ce4-4e3c-b16c-21a1d49abed3	Linux ARM32 root (/)
7ffec5c9-2d00-49b7-8941-3ea10a5586b7	Linux dm-crypt
ca7d7ccb-63ed-4c53-861c-1742536059cc	Linux LUKS
993d8d3d-f80e-4225-855a-9daf8ed7ea97	Linux IA-64 root (/)
d13c5d3b-b5d1-422a-b29f-9454fdc89d76	Linux x86 root verity
2c7357ed-ebd2-46d9-aec1-23d437ec2bf5	Linux x86-64 root verity
7386cdf2-203c-47a9-a498-f2ecce45a2d6	Linux ARM32 root verity
df3300ce-d69f-4c92-978c-9bfb0f38d820	Linux ARM64 root verity
86ed10d5-b607-45bb-8957-d350f23d0571	Linux IA-64 root verity
4d21b016-b534-45c2-a9fb-5c16e091fd2d	Linux /var
7ec6f557-3bc5-4aca-b293-16ef5df639d1	Linux /var/tmp
773f91ef-66d4-49b5-bd83-d683bf40ad16	Linux user's home
75250d76-8cc6-458e-bd66-bd47cc81a812	Linux x86 /usr
8484680c-9521-48c6-9c11-b0720656f69e	Linux x86-64 /usr
7d0359a3-02b3-4f0a-865c-654403e70625	Linux ARM32 /usr
b0e01050-ee5f-4390-949a-9101b17104e9	Linux ARM64 /usr
4301d2a6-4e3b-4b2a-bb94-9e0b2c4225ea	Linux IA-64 /usr
8f461b0d-14ee-4e81-9aa9-049b6fb97abd	Linux x86 /usr verity
77ff5f63-e7b6-4633-acf4-1565b864c0e6	Linux x86-64 /usr verity
c215d751-7bcd-4649-be90-6627490a4c05	Linux ARM32 /usr verity
6e11a4e7-fbca-4ded-b9e9-e1a512bb664e	Linux ARM64 /usr verity
6a491e03-3be7-4545-8e38-83320e0ea880	Linux IA-64 /usr verity
d3bfe2de-3daf-11df-ba40-e3a556d89593	Intel Rapid Start
7c5222bd-8f5d-4087-9c00-bf9843c7b58c	SPDK block device
5dfbf5f4-2848-4bac-aa5e-0d9a20b745a6	Container Linux /usr
3884dd41-8582-4404-b9a8-e9b84f2df50e	Container Linux resizable rootfs
c95dc21a-df0e-4340-8d7b-26cbfa9a03e0	Container Linux /OEM customizations
be9067b9-ea49-4f15-b4f6-f36f8c9e1818	Container Linux root on RAID
e6d6d379-f507-44c2-a23c-238f2a3df928	Linux LVM
2568845d-2332-4675-bc39-8fa5a4748d15	Android bootloader
114eaffe-1552-4022-b26e-9b053604cf84	Android bootloader 2
49a4d17f-93a3-45c1-a0de-f50b2ebe2599	Android boot 1
4177c722-9e92-4aab-8644-43502bfd5506	Android recovery 1
ef32a33b-a409-486c-9141-9ffb711f6266	Android misc
20ac26be-20b7-11e3-84c5-6cfdb94711e9	Android metadata
38f428e6-d326-425d-9140-6e0ea133647c	Android system 1
a893ef21-e428-470a-9e55-0668fd91a2d9	Android cache
dc76dda9-5ac1-491c-af42-a82591580c0d	Android data
ebc597d0-2053-4b15-8b64-e0aac75f4db1	Android persistent
8f68cc74-c5e5-48da-be91-a0c8c15e9c80	Android factory
767941d0-2085-11e3-ad3b-6cfdb94711e9	Android fastboot/tertiary
ac6d7924-eb71-4df8-b48d-e267b27148ff	Android OEM
c5a0aeec-13ea-11e5-a1b1-001e67ca0c3c	Android vendor
bd59408b-4514-490d-bf12-9878d963f378	Android config
9fdaa6ef-4b3f-40d2-ba8d-bff16bfb887b	Android factory (alt)
19a710a2-b3ca-11e4-b026-10604b889dcf	Android meta
193d1ea4-b3ca-11e4-b075-10604b889dcf	Android EXT
dea0ba2c-cbdd-4805-b4f9-f428251c3e98	Android SBL1
8c6b52ad-8a9e-4398-ad09-ae916e53ae2d	Android SBL2
05e044df-92f1-4325-b69e-374a82e97d6e	Android SBL3
400ffdcd-22e0-47e7-9a23-f16ed9382388	Android APPSBL
a053aa7f-40b8-4b1c-ba08-2f68ac71a4f4	Android QSEE/tz
e1a6a689-0c8d-4cc6-b4e8-55a4320fbd8a	Android QHEE/hyp
098df793-d712-413d-9d4e-89d711772228	Android RPM
d4e0d938-b7fa-48c1-9d21-bc5ed5c4b203	Android WDOG debug/sdi
20a0c19c-286a-42fa-9ce7-f64c3226a794	Android DDR
a19f205f-ccd8-4b6d-8f1e-2d9bc24cffb1	Android CDT
66c9b323-f7fc-48b6-bf96-6f32e335a428	Android RAM dump
303e6ac3-af15-4c54-9e9b-d9a8fbecf401	Android SEC
c00eef24-7709-43d6-9799-dd2b411e7a3c	Android PMIC
82acc91f-357c-4a68-9c8f-689e1b1a23a1	Android misc 1
e2802d54-0545-e8a1-a1e8-c7a3e245acd4	Android misc 2
65addcf4-0c5c-4d9a-ac2d-d90b5cbfcd03	Android device info
e6e98da2-e22a-4d12-ab33-169e7deaa507	Android APDP
ed9e8101-05fa-46b7-82aa-8d58770d200b	Android MSADP
11406f35-1173-4869-807b-27df71802812	Android DPO
9d72d4e4-9958-42da-ac26-bea7a90b0434	Android recovery 2
6c95e238-e343-4ba8-b489-8681ed22ad0b	Android persist
ebbeadaf-22c9-e33b-8f5d-0e81686a68cb	Android modem ST1
0a288b1f-22c9-e33b-8f5d-0e81686a68cb	Android modem ST2
57b90a16-22c9-e33b-8f5d-0e81686a68cb	Android FSC
638ff8e2-22c9-e33b-8f5d-0e81686a68cb	Android FSG 1
2013373e-1ac4-4131-bfd8-b6a7ac638772	Android FSG 2
2c86e742-745e-4fdd-bfd8-b6a7ac638772	Android SSD
de7d4029-0f5b-41c8-ae7e-f6c023a02b33	Android keystore
323ef595-af7a-4afa-8060-97be72841bb9	Android encrypt
45864011-cf89-46e6-a445-85262e065604	Android EKSST
8ed8ae95-597f-4c8a-a5bd-a7ff8e4dfaa9	Android RCT
df24e5ed-8c96-4b86-b00b-79667dc6de11	Android spare1
7c29d3ad-78b9-452e-9deb-d098d542f092	Android spare2
379d107e-229e-499d-ad4f-61f5bcf87bd4	Android spare3
0dea65e5-a676-4cdf-823c-77568b577ed5	Android spare4
4627ae27-cfef-48a1-88fe-99c3509ade26	Android raw resources
20117f86-e985-4357-b9ee-374bc1d8487d	Android boot 2
86a7cb80-84e1-408c-99ab-694f1a410fc7	Android FOTA
97d7b011-54da-4835-b3c4-917ad6e73d74	Android system 2
5594c694-c871-4b5f-90b1-690a6f68e0f7	Android cache
1b81e7e6-f50d-419b-a739-2aeef8da3335	Android user data
98523ec6-90fe-4c67-b50a-0fc59ed6f56d	LG (Android) advanced flasher
2644bcc0-f36a-4792-9533-1738bed53ee3	Android PG1FS
dd7c91e9-38c9-45c5-8a12-4a80f7e14057	Android PG2FS
7696d5b6-43fd-4664-a228-c563c4a1e8cc	Android board info
0d802d54-058d-4a20-ad2d-c7a362ceacd4	Android MFG
10a0c19c-516a-5444-5ce3-664c3226a794	Android limits
734e5afe-f61a-11e6-bc64-92361f002671	Atari TOS basic data
516e7cb4-6ecf-11d6-8ff8-00022d09712b	FreeBSD disklabel
